time,FlowInExNtv
2016-10-30,35449.91977179
2016-10-31,57916.60901834
2016-11-01,73922.04878324
2016-11-02,53223.86324493
2016-11-03,79593.93967988
2016-11-04,56546.93014642
2016-11-05,36885.31655307
2016-11-06,30222.5100536
2016-11-07,52587.00115644
2016-11-08,62672.56927485
2016-11-09,73235.60087783
2016-11-10,49607.81563995
2016-11-11,38187.29351652
2016-11-12,29549.72390652
2016-11-13,33422.03806779
2016-11-14,50516.91316375
2016-11-15,50085.09280848
2016-11-16,87987.52454992
2016-11-17,79766.94148003
2016-11-18,53171.64866285
2016-11-19,36119.42418389
2016-11-20,36265.2152271
2016-11-21,56335.09461466
2016-11-22,58037.10360207
2016-11-23,59075.65570501
2016-11-24,71314.18116988
2016-11-25,47563.78557986
2016-11-26,35628.89438111
2016-11-27,27927.25898525
2016-11-28,44124.05000358
2016-11-29,47729.2335329
2016-11-30,45645.22772352
2016-12-01,60862.18502313
2016-12-02,79834.4628631
2016-12-03,37847.16743559
2016-12-04,22623.19829539
2016-12-05,66931.43986353
2016-12-06,53303.51739494
2016-12-07,62194.80742898
2016-12-08,49648.6611128
2016-12-09,52536.30024799
2016-12-10,30437.07842954
2016-12-11,24146.57733325
2016-12-12,48121.92755382
2016-12-13,46801.19913146
2016-12-14,45644.84729178
2016-12-15,52505.05100796
2016-12-16,48465.59864191
2016-12-17,37919.85045751
2016-12-18,26054.76404086
2016-12-19,40932.63509537
2016-12-20,50913.94130808
2016-12-21,60231.44963877
2016-12-22,74263.88612128
2016-12-23,99117.37396724
2016-12-24,49726.13754985
2016-12-25,43450.35471868
2016-12-26,43332.5294517
2016-12-27,57296.82542875
2016-12-28,71598.7619613
2016-12-29,61227.55374095
2016-12-30,66872.66616081
2016-12-31,37208.38636106
2017-01-01,33184.16756262
2017-01-02,51242.12807786
2017-01-03,67585.88142634
2017-01-04,102834.62777039
2017-01-05,120529.95910282
2017-01-06,88881.45268724
2017-01-07,68168.56805461
2017-01-08,45374.43243211
2017-01-09,56404.89524764
2017-01-10,62262.88425555
2017-01-11,142228.97476526
2017-01-12,82765.49134817
2017-01-13,54094.39338064
2017-01-14,38558.65610195
2017-01-15,33984.17658464
2017-01-16,46765.35568254
2017-01-17,65695.39578368
2017-01-18,55883.79454857
2017-01-19,50049.15077895
2017-01-20,57152.21280538
2017-01-21,34863.33073272
2017-01-22,33887.16395438
2017-01-23,49967.40793561
2017-01-24,46221.07370737
2017-01-25,44049.18888862
2017-01-26,39857.6435826
2017-01-27,36949.97310482
2017-01-28,22859.33768173
2017-01-29,19302.90261481
2017-01-30,28411.03308575
2017-01-31,40676.50793893
2017-02-01,46539.93646821
2017-02-02,38151.83954756
2017-02-03,51177.08632859
2017-02-04,33417.95411548
2017-02-05,27013.92218125
2017-02-06,39709.33907002
2017-02-07,45319.74977334
2017-02-08,43716.13759955
2017-02-09,88974.37927414
2017-02-10,43348.77732557
2017-02-11,31420.21152125
2017-02-12,14342.51198881
2017-02-13,36369.34781901
2017-02-14,37399.32447214
2017-02-15,29453.06473844
2017-02-16,41840.21693323
2017-02-17,33956.67334462
2017-02-18,20100.07280253
2017-02-19,17286.79507344
2017-02-20,26312.32624705
2017-02-21,41114.0383538
2017-02-22,32695.57479873
2017-02-23,48325.03288939
2017-02-24,50896.04330087
2017-02-25,27878.87749604
2017-02-26,20060.64519695
2017-02-27,30629.69036781
2017-02-28,39167.83423196
2017-03-01,40264.26900399
2017-03-02,68313.71437231
2017-03-03,67039.57321593
2017-03-04,50130.49069355
2017-03-05,26738.66297222
2017-03-06,39791.70599666
2017-03-07,45460.99622977
2017-03-08,52697.68007914
2017-03-09,40952.60460195
2017-03-10,57916.0770163
2017-03-11,42927.98381679
2017-03-12,34926.77900087
2017-03-13,50858.29089389
2017-03-14,48395.318384
2017-03-15,57653.49467661
2017-03-16,112391.48259435
2017-03-17,124286.87990745
2017-03-18,109469.24473336
2017-03-19,60802.9222591
2017-03-20,60347.12947905
2017-03-21,64004.25281973
2017-03-22,75315.81616548
2017-03-23,61655.54354048
2017-03-24,170357.85758389
2017-03-25,73688.91895775
2017-03-26,54082.48154678
2017-03-27,80120.1823324
2017-03-28,59132.86806573
2017-03-29,52927.47045768
2017-03-30,78847.16586911
2017-03-31,93005.53646361
2017-04-01,49209.38160029
2017-04-02,65793.96233263
2017-04-03,63186.64253099
2017-04-04,57159.77235913
2017-04-05,56137.55999403
2017-04-06,61187.98962511
2017-04-07,67397.3091944
2017-04-08,26449.76765811
2017-04-09,38366.17496406
2017-04-10,41988.74741118
2017-04-11,51971.05629542
2017-04-12,41974.5356649
2017-04-13,55334.91759357
2017-04-14,72592.8744785
2017-04-15,57558.7698085
2017-04-16,32130.87195115
2017-04-17,37873.09456839
2017-04-18,46397.6144261
2017-04-19,52274.30677745
2017-04-20,51186.61995126
2017-04-21,47602.07128295
2017-04-22,35422.15811005
2017-04-23,33781.02773423
2017-04-24,37027.31900362
2017-04-25,53022.75212556
2017-04-26,55850.09833665
2017-04-27,60184.68372237
2017-04-28,73393.67543801
2017-04-29,52738.40276697
2017-04-30,47001.4812741
2017-05-01,77119.96348485
2017-05-02,70949.02758769
2017-05-03,63568.03392442
2017-05-04,97768.7871054
2017-05-05,82264.79920053
2017-05-06,68426.1511701
2017-05-07,67970.45060097
2017-05-08,111650.6077075
2017-05-09,95272.5608109
2017-05-10,91305.68726656
2017-05-11,85426.00110715
2017-05-12,73138.06381538
2017-05-13,52798.67402579
2017-05-14,40635.60285575
2017-05-15,70308.98214901
2017-05-16,99408.20730598
2017-05-17,134034.15801845
2017-05-18,100710.80859723
2017-05-19,107334.05113141
2017-05-20,84727.72519539
2017-05-21,77963.64743858
2017-05-22,121097.45602064
2017-05-23,105022.65426556
2017-05-24,132328.94816001
2017-05-25,156071.76409564
2017-05-26,107236.60354995
2017-05-27,91162.20856848
2017-05-28,56938.69769945
2017-05-29,53218.48417464
2017-05-30,102704.69648147
2017-05-31,84557.5869213
2017-06-01,103508.21603942
2017-06-02,71161.51113657
2017-06-03,80328.01571055
2017-06-04,59987.94999262
2017-06-05,81871.33027633
2017-06-06,80552.84855148
2017-06-07,73871.9547605
2017-06-08,68649.43434092
2017-06-09,59485.30210863
2017-06-10,66503.7705032
2017-06-11,67613.25612981
2017-06-12,87485.92954719
2017-06-13,83687.51571789
2017-06-14,87399.27104641
2017-06-15,88655.03401114
2017-06-16,76564.28999992
2017-06-17,58419.50691778
2017-06-18,58121.40624507
2017-06-19,62044.7091057
2017-06-20,83044.25733095
2017-06-21,78152.00103676
2017-06-22,54360.02067739
2017-06-23,47367.40719473
2017-06-24,46989.18590232
2017-06-25,57488.5425403
2017-06-26,82502.59630341
2017-06-27,75962.83760405
2017-06-28,64070.07330332
2017-06-29,55228.33100382
2017-06-30,63269.97933969
2017-07-01,50452.96387483
2017-07-02,44346.48074021
2017-07-03,55492.81770017
2017-07-04,60241.21994615
2017-07-05,56281.22117626
2017-07-06,47295.99756371
2017-07-07,62780.79673712
2017-07-08,48237.7991043
2017-07-09,59097.52299975
2017-07-10,72569.63448806
2017-07-11,78974.54337882
2017-07-12,57266.53641794
2017-07-13,47513.53466106
2017-07-14,75284.36573087
2017-07-15,65961.88864029
2017-07-16,75434.06154225
2017-07-17,73899.62212729
2017-07-18,80941.07411695
2017-07-19,67901.0030435
2017-07-20,97844.76366523
2017-07-21,66418.42776776
2017-07-22,50960.50194591
2017-07-23,37687.42496784
2017-07-24,55796.9018799
2017-07-25,79600.4424443
2017-07-26,57527.43121402
2017-07-27,75546.00276763
2017-07-28,132596.19077099
2017-07-29,66322.15917193
2017-07-30,104343.55386913
2017-07-31,126444.84036677
2017-08-01,90298.46107169
2017-08-02,121933.11815855
2017-08-03,124262.21607516
2017-08-04,96846.92458913
2017-08-05,86530.25437409
2017-08-06,62244.53318319
2017-08-07,108475.10361303
2017-08-08,127065.56993147
2017-08-09,87748.94454457
2017-08-10,104337.07584745
2017-08-11,106773.32884434
2017-08-12,102056.93774908
2017-08-13,91040.50336068
2017-08-14,102158.88348118
2017-08-15,105521.27609568
2017-08-16,113511.43247899
2017-08-17,68895.41972627
2017-08-18,119772.62823146
2017-08-19,93411.65192409
2017-08-20,87131.46845882
2017-08-21,104437.72741553
2017-08-22,107454.86213018
2017-08-23,98508.8923031
2017-08-24,62162.62343505
2017-08-25,56963.27823635
2017-08-26,51689.75138164
2017-08-27,56456.44314031
2017-08-28,83381.59967828
2017-08-29,94886.08960869
2017-08-30,72283.79660713
2017-08-31,55602.74212466
2017-09-01,64700.52487231
2017-09-02,45134.61394051
2017-09-03,43209.43881552
2017-09-04,96448.17550536
2017-09-05,81827.26246112
2017-09-06,77718.77546531
2017-09-07,58547.7893286
2017-09-08,92378.08514237
2017-09-09,47414.17965151
2017-09-10,81607.05480782
2017-09-11,61555.79768363
2017-09-12,65484.11613983
2017-09-13,74715.7082909
2017-09-14,101639.61040373
2017-09-15,134022.14253853
2017-09-16,47949.10817125
2017-09-17,36867.02224194
2017-09-18,70742.97881411
2017-09-19,55548.55018247
2017-09-20,42177.53602512
2017-09-21,40318.86807227
2017-09-22,40579.41714016
2017-09-23,32968.80833678
2017-09-24,30556.05449159
2017-09-25,45371.96656386
2017-09-26,37386.29360299
2017-09-27,47515.70813777
2017-09-28,63665.211464
2017-09-29,48594.39779737
2017-09-30,30334.90147553
2017-10-01,27185.98840605
2017-10-02,42086.10019442
2017-10-03,50832.59557559
2017-10-04,41518.7384515
2017-10-05,40328.18838995
2017-10-06,39646.67920473
2017-10-07,28028.68289176
2017-10-08,34102.68336458
2017-10-09,67893.59906955
2017-10-10,48467.77169756
2017-10-11,43514.27640213
2017-10-12,55906.4446902
2017-10-13,65291.22373853
2017-10-14,36432.51593317
2017-10-15,29757.0515754
2017-10-16,32376.96381527
2017-10-17,33782.67267534
2017-10-18,38800.2402021
2017-10-19,34924.57124909
2017-10-20,48650.91898789
2017-10-21,38503.15626867
2017-10-22,40880.21220133
2017-10-23,114104.64241497
2017-10-24,94687.78091285
2017-10-25,41471.35730319
2017-10-26,36229.76727493
2017-10-27,26719.43619817
2017-10-28,25523.94349546
2017-10-29,49997.70550039
2017-10-30,45749.9586788
2017-10-31,47799.02492893
2017-11-01,53090.89143562
2017-11-02,76773.24754357
2017-11-03,47433.63183795
2017-11-04,38661.26780841
2017-11-05,34729.12511958
2017-11-06,48112.91026009
2017-11-07,59771.82825069
2017-11-08,82300.61893195
2017-11-09,73795.87751707
2017-11-10,79022.95844443
2017-11-11,70105.97151902
2017-11-12,157383.60938332
2017-11-13,213404.10242344
2017-11-14,138474.55090035
2017-11-15,146470.0495838
2017-11-16,154239.33468999
2017-11-17,162634.86003474
2017-11-18,89349.05415952
2017-11-19,92867.15294755
2017-11-20,91556.47144964
2017-11-21,96629.33317178
2017-11-22,108025.06700921
2017-11-23,101026.7205226
2017-11-24,88054.87742307
2017-11-25,58994.86252962
2017-11-26,57489.38895409
2017-11-27,83899.99571538
2017-11-28,86395.57035422
2017-11-29,98354.7847428
2017-11-30,87085.04907824
2017-12-01,68148.7841549
2017-12-02,43740.05905466
2017-12-03,47035.29367449
2017-12-04,66359.27784221
2017-12-05,65244.74952553
2017-12-06,80598.21747796
2017-12-07,120859.37975194
2017-12-08,99854.82755564
2017-12-09,66374.39915891
2017-12-10,57818.60498266
2017-12-11,71849.89856303
2017-12-12,75826.25964281
2017-12-13,64306.61459206
2017-12-14,65633.07809667
2017-12-15,69220.94532757
2017-12-16,51028.43537331
2017-12-17,44646.30462231
2017-12-18,59256.49112535
2017-12-19,66842.39610732
2017-12-20,89230.51150095
2017-12-21,67485.78497816
2017-12-22,104643.69715715
2017-12-23,54319.85908347
2017-12-24,46076.9380875
2017-12-25,41582.57513051
2017-12-26,53018.53873667
2017-12-27,66382.51668896
2017-12-28,60994.65532919
2017-12-29,82621.72704451
2017-12-30,67926.64933025
2017-12-31,48782.18348499
2018-01-01,38221.35155694
2018-01-02,73692.78468628
2018-01-03,57085.58313563
2018-01-04,77578.45255892
2018-01-05,79098.85137427
2018-01-06,60866.93777168
2018-01-07,59701.33272584
2018-01-08,70567.08573012
2018-01-09,61539.13541393
2018-01-10,75231.47700691
2018-01-11,59236.13801461
2018-01-12,60931.09081621
2018-01-13,47526.42035966
2018-01-14,37317.86775464
2018-01-15,59348.03043959
2018-01-16,93812.48853238
2018-01-17,94966.76055796
2018-01-18,77126.99099758
2018-01-19,66366.56695193
2018-01-20,54932.75440177
2018-01-21,33347.8145041
2018-01-22,49329.04355694
2018-01-23,47182.52828973
2018-01-24,47195.12693928
2018-01-25,46606.01026655
2018-01-26,61964.63332737
2018-01-27,25642.81205497
2018-01-28,36988.05775484
2018-01-29,39102.43644
2018-01-30,48624.2204902
2018-01-31,43013.05870138
2018-02-01,90108.50553313
2018-02-02,102324.64157531
2018-02-03,36681.91589203
2018-02-04,55223.26002633
2018-02-05,87348.42977758
2018-02-06,99366.23624803
2018-02-07,40949.25851497
2018-02-08,48693.47826026
2018-02-09,45785.921947
2018-02-10,45755.92558124
2018-02-11,30156.80683204
2018-02-12,30137.35031575
2018-02-13,35870.86495671
2018-02-14,34681.19776427
2018-02-15,37055.61424983
2018-02-16,38041.75680122
2018-02-17,23581.88685723
2018-02-18,45881.64233339
2018-02-19,29215.55396876
2018-02-20,39413.54453487
2018-02-21,44178.58763371
2018-02-22,36627.66604717
2018-02-23,44257.44294027
2018-02-24,24644.05334209
2018-02-25,21748.5493181
2018-02-26,35422.99569026
2018-02-27,36067.76050402
2018-02-28,40334.74072237
2018-03-01,42909.34462228
2018-03-02,32097.61647296
2018-03-03,20778.23235646
2018-03-04,19417.25957929
2018-03-05,32857.58549362
2018-03-06,31053.77904011
2018-03-07,40102.99478897
2018-03-08,31946.36752809
2018-03-09,48782.77206397
2018-03-10,17995.88281158
2018-03-11,24777.05804204
2018-03-12,26711.58778848
2018-03-13,34222.43940776
2018-03-14,37711.07145358
2018-03-15,44097.9457001
2018-03-16,27991.10611925
2018-03-17,18951.82469654
2018-03-18,41150.45622174
2018-03-19,41959.06387883
2018-03-20,32443.1832785
2018-03-21,32425.80040262
2018-03-22,27219.46506199
2018-03-23,28091.74261675
2018-03-24,21574.74403318
2018-03-25,15124.25432573
2018-03-26,36559.98690301
2018-03-27,25134.34201143
2018-03-28,26064.37456997
2018-03-29,45794.56212434
2018-03-30,52612.8410922
2018-03-31,29823.43202673
2018-04-01,25016.97610201
2018-04-02,32155.17490959
2018-04-03,66182.56571733
2018-04-04,39448.86590584
2018-04-05,51092.41505447
2018-04-06,24609.65865544
2018-04-07,22484.77871477
2018-04-08,16356.15442097
2018-04-09,27100.56278607
2018-04-10,28669.43756521
2018-04-11,39711.92813317
2018-04-12,58546.31945513
2018-04-13,44027.570068
2018-04-14,26388.69796147
2018-04-15,21055.50656458
2018-04-16,26651.23167462
2018-04-17,70941.83922561
2018-04-18,36432.10618592
2018-04-19,43294.89995523
2018-04-20,64330.3525819
2018-04-21,43192.36432643
2018-04-22,30300.41213815
2018-04-23,39249.15833272
2018-04-24,92780.28990571
2018-04-25,50583.38608454
2018-04-26,41776.73955304
2018-04-27,44785.46100065
2018-04-28,60734.02876635
2018-04-29,31340.21411363
2018-04-30,35854.41048721
2018-05-01,29858.3613157
2018-05-02,30415.11108728
2018-05-03,47492.67862229
2018-05-04,44981.25797809
2018-05-05,27026.0355547
2018-05-06,29787.94139562
2018-05-07,44020.96392996
2018-05-08,39167.46126518
2018-05-09,32243.02737301
2018-05-10,40924.0209891
2018-05-11,50916.21589861
2018-05-12,29411.71307596
2018-05-13,22153.56923298
2018-05-14,40056.41647369
2018-05-15,31346.65631343
2018-05-16,32243.13189029
2018-05-17,32309.20025736
2018-05-18,37656.53219061
2018-05-19,15265.66709291
2018-05-20,18094.7314865
2018-05-21,30795.91072298
2018-05-22,27812.48206285
2018-05-23,49459.03305883
2018-05-24,45836.81143187
2018-05-25,28237.19935272
2018-05-26,15878.42686406
2018-05-27,14560.95667744
2018-05-28,32295.76417294
2018-05-29,42140.5381434
2018-05-30,30590.61039466
2018-05-31,32088.3615988
2018-06-01,31418.71854713
2018-06-02,21602.14768616
2018-06-03,20373.73235766
2018-06-04,30390.47022725
2018-06-05,26848.43172255
2018-06-06,29806.11033883
2018-06-07,25425.38662528
2018-06-08,23973.3547276
2018-06-09,18715.7451389
2018-06-10,34035.89711148
2018-06-11,39883.32920572
2018-06-12,36503.81387694
2018-06-13,41282.1594278
2018-06-14,41037.67095556
2018-06-15,30233.62302352
2018-06-16,15171.88370773
2018-06-17,21552.81189464
2018-06-18,26886.71058676
2018-06-19,23862.01949515
2018-06-20,24464.42100862
2018-06-21,29606.84042887
2018-06-22,44616.75163393
2018-06-23,17079.65007687
2018-06-24,27095.94251687
2018-06-25,37498.52959253
2018-06-26,26239.56263359
2018-06-27,37051.73389578
2018-06-28,32732.16185454
2018-06-29,31593.36626879
2018-06-30,23359.90629234
2018-07-01,14382.58081797
2018-07-02,31078.33091954
2018-07-03,27619.96178027
2018-07-04,21889.52420216
2018-07-05,35031.47429821
2018-07-06,32575.17772012
2018-07-07,14480.6367943
2018-07-08,13835.99606149
2018-07-09,21420.56946001
2018-07-10,31355.41006032
2018-07-11,23604.93935115
2018-07-12,23238.42353701
2018-07-13,27512.69419302
2018-07-14,10628.86116906
2018-07-15,13493.99770906
2018-07-16,33056.32052747
2018-07-17,34713.88477595
2018-07-18,35993.26631856
2018-07-19,27719.94333863
2018-07-20,34423.63936816
2018-07-21,17676.84569941
2018-07-22,11952.67487321
2018-07-23,35482.96384885
2018-07-24,41470.6364744
2018-07-25,33291.693171
2018-07-26,24098.7681768
2018-07-27,27066.77584957
2018-07-28,12199.21067641
2018-07-29,11648.1486161
2018-07-30,29576.46546732
2018-07-31,33831.93973517
2018-08-01,26523.33140024
2018-08-02,23959.56574856
2018-08-03,34731.00600653
2018-08-04,17290.60437251
2018-08-05,14425.91059817
2018-08-06,20789.77892032
2018-08-07,29143.65196802
2018-08-08,39291.92489438
2018-08-09,36778.66997976
2018-08-10,26877.99196134
2018-08-11,20409.22953398
2018-08-12,14778.4395128
2018-08-13,31483.44532168
2018-08-14,43637.75864814
2018-08-15,32030.45762299
2018-08-16,22981.3821227
2018-08-17,29174.11599326
2018-08-18,14730.11916039
2018-08-19,9387.92764342
2018-08-20,23028.73710278
2018-08-21,28597.52040621
2018-08-22,35311.32887996
2018-08-23,27625.72448003
2018-08-24,30691.33491785
2018-08-25,17100.81950906
2018-08-26,16834.8767041
2018-08-27,29206.03910657
2018-08-28,36266.08819212
2018-08-29,31258.50888139
2018-08-30,29657.07352228
2018-08-31,31919.13865929
2018-09-01,21823.80388299
2018-09-02,16888.35012212
2018-09-03,24943.49615733
2018-09-04,33887.399917
2018-09-05,39157.83514748
2018-09-06,48853.51249204
2018-09-07,26849.20088208
2018-09-08,15427.41710174
2018-09-09,18028.36273473
2018-09-10,23806.74423093
2018-09-11,24865.73586454
2018-09-12,29097.25713209
2018-09-13,65268.7491787
2018-09-14,23295.12388595
2018-09-15,15388.3807814
2018-09-16,8555.98354628
2018-09-17,20308.08490501
2018-09-18,23799.93805516
2018-09-19,23541.04647284
2018-09-20,25501.66744286
2018-09-21,39707.23648277
2018-09-22,15768.62358811
2018-09-23,11979.26537679
2018-09-24,19403.28233559
2018-09-25,24208.83556655
2018-09-26,28060.02190654
2018-09-27,26991.09477853
2018-09-28,30120.54146886
2018-09-29,13380.78122776
2018-09-30,13596.09888816
2018-10-01,24651.52609178
2018-10-02,20875.97612196
2018-10-03,26979.65101992
2018-10-04,24081.3708661
2018-10-05,17381.16331703
2018-10-06,11032.7550782
2018-10-07,10381.94095186
2018-10-08,20964.15161195
2018-10-09,21788.26695544
2018-10-10,28839.39626688
2018-10-11,42121.39707903
2018-10-12,36004.70327501
2018-10-13,12044.47204957
2018-10-14,15071.46309771
2018-10-15,57371.17473113
2018-10-16,28536.8728718
2018-10-17,25841.69818072
2018-10-18,31350.89685262
2018-10-19,39357.47497564
2018-10-20,17895.77734561
2018-10-21,10725.9937455
2018-10-22,25002.1316956
2018-10-23,28052.71119737
2018-10-24,24085.01358671
2018-10-25,35209.73425032
2018-10-26,23356.11963338
2018-10-27,14090.37252229
2018-10-28,9632.3771982
2018-10-29,34104.95699771
2018-10-30,24387.28490181
2018-10-31,29328.41752309
2018-11-01,25524.04100227
2018-11-02,51352.81709765
2018-11-03,10345.02815858
2018-11-04,13913.84610654
2018-11-05,29674.22458794
2018-11-06,36208.19584526
2018-11-07,32065.36463246
2018-11-08,30725.75168061
2018-11-09,29330.63096155
2018-11-10,11586.28589551
2018-11-11,12217.46317054
2018-11-12,26922.36476887
2018-11-13,31523.53036686
2018-11-14,55235.02120401
2018-11-15,68039.72903225
2018-11-16,42487.02669648
2018-11-17,16694.44821471
2018-11-18,16009.56528669
2018-11-19,78107.68704986
2018-11-20,103368.053837
2018-11-21,48233.35263602
2018-11-22,34861.57345419
2018-11-23,40265.46525368
2018-11-24,40139.85697407
2018-11-25,64704.87488821
2018-11-26,61299.05636055
2018-11-27,58436.54859404
2018-11-28,70246.80203137
2018-11-29,46869.27054843
2018-11-30,136785.57272119
2018-12-01,49309.91680642
2018-12-02,20994.76844669
2018-12-03,60855.29665481
2018-12-04,59574.34175035
2018-12-05,62626.97097549
2018-12-06,66390.13816375
2018-12-07,66476.81869587
2018-12-08,30375.38580774
2018-12-09,24715.82455582
2018-12-10,45258.43752663
2018-12-11,49045.60299958
2018-12-12,49265.26902611
2018-12-13,39845.92902099
2018-12-14,40199.14622747
2018-12-15,21555.1679235
2018-12-16,20132.28202707
2018-12-17,51251.65970684
2018-12-18,48972.85619324
2018-12-19,60897.68211808
2018-12-20,60653.06994062
2018-12-21,52743.73843364
2018-12-22,22714.83944006
2018-12-23,28436.0673727
2018-12-24,44254.09890436
2018-12-25,28224.17278166
2018-12-26,31932.54769301
2018-12-27,38467.96967784
2018-12-28,44982.07988429
2018-12-29,29615.56474683
2018-12-30,14908.95153198
2018-12-31,24108.57177965
2019-01-01,13077.49756112
2019-01-02,29067.28603316
2019-01-03,34228.84860088
2019-01-04,32180.7387003
2019-01-05,21272.52408646
2019-01-06,17795.65563719
2019-01-07,34477.45050467
2019-01-08,32599.43886448
2019-01-09,30291.1458428
2019-01-10,42597.60536361
2019-01-11,37860.51727564
2019-01-12,15134.28797924
2019-01-13,14436.1089319
2019-01-14,36942.11165841
2019-01-15,40764.35470807
2019-01-16,34903.3413613
2019-01-17,30967.62687125
2019-01-18,25521.64602569
2019-01-19,16810.72410315
2019-01-20,15995.42104144
2019-01-21,28204.78385552
2019-01-22,33581.47593053
2019-01-23,31034.9653434
2019-01-24,27952.66366433
2019-01-25,26540.71535422
2019-01-26,13817.98195732
2019-01-27,15185.08469204
2019-01-28,45007.55439071
2019-01-29,32845.28485478
2019-01-30,43648.51445594
2019-01-31,37253.91203236
2019-02-01,47881.99058723
2019-02-02,15149.76417095
2019-02-03,14669.0548035
2019-02-04,23454.280416
2019-02-05,23178.91100098
2019-02-06,30261.32354049
2019-02-07,33652.88284629
2019-02-08,41957.17806028
2019-02-09,19325.69782325
2019-02-10,16257.16683086
2019-02-11,28266.82561418
2019-02-12,31631.30613971
2019-02-13,35154.64989879
2019-02-14,26444.80961738
2019-02-15,26306.24806101
2019-02-16,17622.44088561
2019-02-17,12806.43683396
2019-02-18,37876.01051536
2019-02-19,44778.79193246
2019-02-20,33171.50494251
2019-02-21,34881.68818091
2019-02-22,33331.67687807
2019-02-23,18690.82171904
2019-02-24,29456.3699469
2019-02-25,41804.69976505
2019-02-26,31875.17702437
2019-02-27,32036.19365588
2019-02-28,101724.50315696
2019-03-01,27771.60871168
2019-03-02,16331.85363572
2019-03-03,21581.39273016
2019-03-04,39661.18689493
2019-03-05,33555.6502254
2019-03-06,37687.29737428
2019-03-07,32796.40451631
2019-03-08,29703.92022161
2019-03-09,22082.6564472
2019-03-10,16787.89563238
2019-03-11,35854.49113971
2019-03-12,34760.82207844
2019-03-13,38664.43902332
2019-03-14,39700.51928538
2019-03-15,30463.01588913
2019-03-16,20169.35315483
2019-03-17,12828.86813149
2019-03-18,33300.60375524
2019-03-19,35966.88624612
2019-03-20,38952.35071094
2019-03-21,34300.40779386
2019-03-22,31888.31680209
2019-03-23,17671.44023476
2019-03-24,13122.73854539
2019-03-25,32771.59836935
2019-03-26,36838.88478484
2019-03-27,42351.11604538
2019-03-28,36641.93019066
2019-03-29,42532.66073289
2019-03-30,24637.81343543
2019-03-31,22834.75851278
2019-04-01,42794.754283
2019-04-02,100182.77269765
2019-04-03,62519.86317665
2019-04-04,57872.1961537
2019-04-05,38597.87168557
2019-04-06,21035.93514812
2019-04-07,25164.04543029
2019-04-08,53930.68342981
2019-04-09,33319.59180706
2019-04-10,42462.39011826
2019-04-11,62221.09290745
2019-04-12,34754.22728352
2019-04-13,22383.09601704
2019-04-14,27019.43710233
2019-04-15,45370.57494202
2019-04-16,35140.55843819
2019-04-17,50602.11306518
2019-04-18,46059.09053552
2019-04-19,27326.34983094
2019-04-20,18524.2609819
2019-04-21,21263.88828591
2019-04-22,29264.16446874
2019-04-23,35079.33687076
2019-04-24,49185.62660835
2019-04-25,44258.96927248
2019-04-26,53150.1414715
2019-04-27,21156.7963309
2019-04-28,23258.72215143
2019-04-29,48504.0586403
2019-04-30,44938.97844208
2019-05-01,27191.20782094
2019-05-02,33271.49854573
2019-05-03,48041.66320039
2019-05-04,26699.76139487
2019-05-05,25448.52505852
2019-05-06,30193.40615048
2019-05-07,34465.98683263
2019-05-08,34369.93145593
2019-05-09,42853.38059876
2019-05-10,37728.86003077
2019-05-11,47877.90559732
2019-05-12,34475.92680135
2019-05-13,56252.99763318
2019-05-14,53349.24736785
2019-05-15,60537.42096845
2019-05-16,49003.63070961
2019-05-17,50385.11090985
2019-05-18,18756.23491401
2019-05-19,27720.94848536
2019-05-20,36112.9572185
2019-05-21,31009.52354132
2019-05-22,29071.07089549
2019-05-23,36061.11559367
2019-05-24,38877.93448751
2019-05-25,14194.53126355
2019-05-26,22581.51294383
2019-05-27,39843.93818529
2019-05-28,35630.95555962
2019-05-29,35355.26985128
2019-05-30,40328.78092711
2019-05-31,46869.32696452
2019-06-01,21613.21618799
2019-06-02,16431.48086226
2019-06-03,37437.61217966
2019-06-04,42610.33836109
2019-06-05,35449.52413416
2019-06-06,28617.21305198
2019-06-07,28161.78992355
2019-06-08,14807.46373923
2019-06-09,12385.94468101
2019-06-10,32110.89413174
2019-06-11,31161.37528254
2019-06-12,30375.95182995
2019-06-13,31708.00818477
2019-06-14,29982.80765871
2019-06-15,21379.46543142
2019-06-16,32102.6141533
2019-06-17,41061.68103642
2019-06-18,36773.19890433
2019-06-19,49585.27118036
2019-06-20,31330.1205209
2019-06-21,38274.16080294
2019-06-22,42885.03561774
2019-06-23,23845.58210137
2019-06-24,36559.23493635
2019-06-25,34478.58594663
2019-06-26,77449.44506552
2019-06-27,61065.07399371
2019-06-28,42415.37754872
2019-06-29,23037.51528148
2019-06-30,38534.64167599
2019-07-01,42650.84573816
2019-07-02,37212.24794596
2019-07-03,30364.2596503
2019-07-04,41120.47578961
2019-07-05,24402.7679517
2019-07-06,13410.74389443
2019-07-07,13273.9013462
2019-07-08,38185.25199533
2019-07-09,33916.47142771
2019-07-10,41825.66262883
2019-07-11,45757.7951085
2019-07-12,26531.53615704
2019-07-13,15044.90974235
2019-07-14,20418.48669589
2019-07-15,28074.15722133
2019-07-16,40127.02636481
2019-07-17,42511.12910562
2019-07-18,44971.6544413
2019-07-19,31615.10251265
2019-07-20,15838.30054361
2019-07-21,10857.79795095
2019-07-22,25770.47709276
2019-07-23,27183.75547006
2019-07-24,23403.25131906
2019-07-25,19335.14096207
