time,TxTfrCnt
2009-10-01,0.0
2009-10-02,1.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,1.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,1.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,1.0
2009-10-17,0.0
2009-10-18,1.0
2009-10-19,0.0
2009-10-20,1.0
2009-10-21,1.0
2009-10-22,1.0
2009-10-23,0.0
2009-10-24,1.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,1.0
2009-10-28,0.0
2009-10-29,2.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,1.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,3.0
2009-11-11,6.0
2009-11-12,1.0
2009-11-13,1.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,2.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,2.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,2.0
2009-12-06,3.0
2009-12-07,1.0
2009-12-08,1.0
2009-12-09,13.0
2009-12-10,0.0
2009-12-11,2.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,5.0
2009-12-15,3.0
2009-12-16,0.0
2009-12-17,3.0
2009-12-18,0.0
2009-12-19,1.0
2009-12-20,1.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,1.0
2009-12-26,0.0
2009-12-27,1.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,2.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,3.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,2.0
2010-01-13,2.0
2010-01-14,3.0
2010-01-15,1.0
2010-01-16,1.0
2010-01-17,0.0
2010-01-18,2.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,14.0
2010-01-22,4.0
2010-01-23,3.0
2010-01-24,1.0
2010-01-25,5.0
2010-01-26,6.0
2010-01-27,2.0
2010-01-28,2.0
2010-01-29,4.0
2010-01-30,4.0
2010-01-31,2.0
2010-02-01,12.0
2010-02-02,1.0
2010-02-03,2.0
2010-02-04,7.0
2010-02-05,6.0
2010-02-06,14.0
2010-02-07,7.0
2010-02-08,9.0
2010-02-09,3.0
2010-02-10,5.0
2010-02-11,5.0
2010-02-12,6.0
2010-02-13,4.0
2010-02-14,13.0
2010-02-15,13.0
2010-02-16,8.0
2010-02-17,12.0
2010-02-18,8.0
2010-02-19,5.0
2010-02-20,2.0
2010-02-21,5.0
2010-02-22,6.0
2010-02-23,1.0
2010-02-24,6.0
2010-02-25,4.0
2010-02-26,6.0
2010-02-27,2.0
2010-02-28,4.0
2010-03-01,4.0
2010-03-02,5.0
2010-03-03,6.0
2010-03-04,3.0
2010-03-05,2.0
2010-03-06,7.0
2010-03-07,5.0
2010-03-08,7.0
2010-03-09,2.0
2010-03-10,10.0
2010-03-11,3.0
2010-03-12,2.0
2010-03-13,1.0
2010-03-14,2.0
2010-03-15,8.0
2010-03-16,3.0
2010-03-17,3.0
2010-03-18,13.0
2010-03-19,9.0
2010-03-20,18.0
2010-03-21,8.0
2010-03-22,6.0
2010-03-23,14.0
2010-03-24,12.0
2010-03-25,16.0
2010-03-26,17.0
2010-03-27,8.0
2010-03-28,5.0
2010-03-29,12.0
2010-03-30,6.0
2010-03-31,8.0
2010-04-01,9.0
2010-04-02,5.0
2010-04-03,7.0
2010-04-04,13.0
2010-04-05,41.0
2010-04-06,18.0
2010-04-07,13.0
2010-04-08,18.0
2010-04-09,48.0
2010-04-10,50.0
2010-04-11,47.0
2010-04-12,54.0
2010-04-13,25.0
2010-04-14,114.0
2010-04-15,51.0
2010-04-16,38.0
2010-04-17,36.0
2010-04-18,6171.0
2010-04-19,48.0
2010-04-20,44.0
2010-04-21,41.0
2010-04-22,44.0
2010-04-23,81.0
2010-04-24,31.0
2010-04-25,46.0
2010-04-26,65.0
2010-04-27,65.0
2010-04-28,60.0
2010-04-29,35.0
2010-04-30,33.0
2010-05-01,31.0
2010-05-02,29.0
2010-05-03,29.0
2010-05-04,41.0
2010-05-05,32.0
2010-05-06,31.0
2010-05-07,28.0
2010-05-08,27.0
2010-05-09,52.0
2010-05-10,31.0
2010-05-11,21.0
2010-05-12,31.0
2010-05-13,41.0
2010-05-14,38.0
2010-05-15,23.0
2010-05-16,20.0
2010-05-17,39.0
2010-05-18,66.0
2010-05-19,53.0
2010-05-20,42.0
2010-05-21,62.0
2010-05-22,39.0
2010-05-23,111.0
2010-05-24,65.0
2010-05-25,48.0
2010-05-26,71.0
2010-05-27,83.0
2010-05-28,65.0
2010-05-29,68.0
2010-05-30,53.0
2010-05-31,51.0
2010-06-01,51.0
2010-06-02,52.0
2010-06-03,106.0
2010-06-04,47.0
2010-06-05,55.0
2010-06-06,50.0
2010-06-07,52.0
2010-06-08,64.0
2010-06-09,63.0
2010-06-10,68.0
2010-06-11,102.0
2010-06-12,88.0
2010-06-13,87.0
2010-06-14,117.0
2010-06-15,115.0
2010-06-16,59.0
2010-06-17,65.0
2010-06-18,45.0
2010-06-19,82.0
2010-06-20,51.0
2010-06-21,125.0
2010-06-22,94.0
2010-06-23,87.0
2010-06-24,88.0
2010-06-25,66.0
2010-06-26,51.0
2010-06-27,70.0
2010-06-28,92.0
2010-06-29,132.0
2010-06-30,124.0
2010-07-01,91.0
2010-07-02,95.0
2010-07-03,79.0
2010-07-04,64.0
2010-07-05,77.0
2010-07-06,45.0
2010-07-07,90.0
2010-07-08,80.0
2010-07-09,85.0
2010-07-10,53.0
2010-07-11,415.0
2010-07-12,2938.0
2010-07-13,1289.0
2010-07-14,10879.0
2010-07-15,1174.0
2010-07-16,1081.0
2010-07-17,400.0
2010-07-18,396.0
2010-07-19,512.0
2010-07-20,738.0
2010-07-21,377.0
2010-07-22,344.0
2010-07-23,335.0
2010-07-24,1112.0
2010-07-25,3102.0
2010-07-26,338.0
2010-07-27,408.0
2010-07-28,286.0
2010-07-29,279.0
2010-07-30,219.0
2010-07-31,147.0
2010-08-01,202.0
2010-08-02,226.0
2010-08-03,754.0
2010-08-04,321.0
2010-08-05,504.0
2010-08-06,351.0
2010-08-07,162.0
2010-08-08,314.0
2010-08-09,364.0
2010-08-10,215.0
2010-08-11,259.0
2010-08-12,364.0
2010-08-13,417.0
2010-08-14,213.0
2010-08-15,179.0
2010-08-16,444.0
2010-08-17,286.0
2010-08-18,371.0
2010-08-19,279.0
2010-08-20,344.0
2010-08-21,259.0
2010-08-22,219.0
2010-08-23,232.0
2010-08-24,254.0
2010-08-25,211.0
2010-08-26,224.0
2010-08-27,182.0
2010-08-28,261.0
2010-08-29,167.0
2010-08-30,261.0
2010-08-31,360.0
2010-09-01,384.0
2010-09-02,218.0
2010-09-03,239.0
2010-09-04,150.0
2010-09-05,211.0
2010-09-06,184.0
2010-09-07,166.0
2010-09-08,265.0
2010-09-09,321.0
2010-09-10,268.0
2010-09-11,212.0
2010-09-12,306.0
2010-09-13,406.0
2010-09-14,344.0
2010-09-15,424.0
2010-09-16,300.0
2010-09-17,212.0
2010-09-18,231.0
2010-09-19,227.0
2010-09-20,414.0
2010-09-21,992.0
2010-09-22,832.0
2010-09-23,576.0
2010-09-24,394.0
2010-09-25,493.0
2010-09-26,321.0
2010-09-27,529.0
2010-09-28,438.0
2010-09-29,1460.0
2010-09-30,340.0
2010-10-01,789.0
2010-10-02,665.0
2010-10-03,388.0
2010-10-04,433.0
2010-10-05,399.0
2010-10-06,360.0
2010-10-07,286.0
2010-10-08,331.0
2010-10-09,395.0
2010-10-10,299.0
2010-10-11,292.0
2010-10-12,322.0
2010-10-13,310.0
2010-10-14,262.0
2010-10-15,249.0
2010-10-16,297.0
2010-10-17,297.0
2010-10-18,534.0
2010-10-19,1138.0
2010-10-20,792.0
2010-10-21,568.0
2010-10-22,715.0
2010-10-23,568.0
2010-10-24,543.0
2010-10-25,345.0
2010-10-26,488.0
2010-10-27,594.0
2010-10-28,461.0
2010-10-29,375.0
2010-10-30,268.0
2010-10-31,191.0
2010-11-01,270.0
2010-11-02,154.0
2010-11-03,238.0
2010-11-04,224.0
2010-11-05,310.0
2010-11-06,252.0
2010-11-07,291.0
2010-11-08,354.0
2010-11-09,282.0
2010-11-10,306.0
2010-11-11,256.0
2010-11-12,169.0
2010-11-13,168.0
2010-11-14,247.0
2010-11-15,9397.0
2010-11-16,5178.0
2010-11-17,283.0
2010-11-18,279.0
2010-11-19,281.0
2010-11-20,703.0
2010-11-21,498.0
2010-11-22,315.0
2010-11-23,296.0
2010-11-24,4044.0
2010-11-25,4962.0
2010-11-26,1613.0
2010-11-27,444.0
2010-11-28,502.0
2010-11-29,395.0
2010-11-30,433.0
2010-12-01,554.0
2010-12-02,430.0
2010-12-03,320.0
2010-12-04,313.0
2010-12-05,317.0
2010-12-06,377.0
2010-12-07,541.0
2010-12-08,481.0
2010-12-09,449.0
2010-12-10,389.0
2010-12-11,642.0
2010-12-12,873.0
2010-12-13,909.0
2010-12-14,779.0
2010-12-15,713.0
2010-12-16,595.0
2010-12-17,475.0
2010-12-18,618.0
2010-12-19,615.0
2010-12-20,1411.0
2010-12-21,762.0
2010-12-22,913.0
2010-12-23,648.0
2010-12-24,688.0
2010-12-25,874.0
2010-12-26,800.0
2010-12-27,674.0
2010-12-28,855.0
2010-12-29,672.0
2010-12-30,694.0
2010-12-31,668.0
2011-01-01,842.0
2011-01-02,716.0
2011-01-03,1456.0
2011-01-04,1289.0
2011-01-05,1711.0
2011-01-06,895.0
2011-01-07,1408.0
2011-01-08,1874.0
2011-01-09,1654.0
2011-01-10,1770.0
2011-01-11,1855.0
2011-01-12,1478.0
2011-01-13,1696.0
2011-01-14,1653.0
2011-01-15,1414.0
2011-01-16,1333.0
2011-01-17,1220.0
2011-01-18,1294.0
2011-01-19,1354.0
2011-01-20,1381.0
2011-01-21,1780.0
2011-01-22,2224.0
2011-01-23,1679.0
2011-01-24,2122.0
2011-01-25,1293.0
2011-01-26,1495.0
2011-01-27,1243.0
2011-01-28,1764.0
2011-01-29,2088.0
2011-01-30,5039.0
2011-01-31,1965.0
2011-02-01,1554.0
2011-02-02,1317.0
2011-02-03,1196.0
2011-02-04,1271.0
2011-02-05,1285.0
2011-02-06,1248.0
2011-02-07,1253.0
2011-02-08,1297.0
2011-02-09,1949.0
2011-02-10,3423.0
2011-02-11,4006.0
2011-02-12,3165.0
2011-02-13,2951.0
2011-02-14,3335.0
2011-02-15,3568.0
2011-02-16,3053.0
2011-02-17,3695.0
2011-02-18,3280.0
2011-02-19,2620.0
2011-02-20,3238.0
2011-02-21,3358.0
2011-02-22,3545.0
2011-02-23,3737.0
2011-02-24,3485.0
2011-02-25,3429.0
2011-02-26,3004.0
2011-02-27,3748.0
2011-02-28,2818.0
2011-03-01,5055.0
2011-03-02,3219.0
2011-03-03,5713.0
2011-03-04,3195.0
2011-03-05,3137.0
2011-03-06,3267.0
2011-03-07,3161.0
2011-03-08,4281.0
2011-03-09,3093.0
2011-03-10,2961.0
2011-03-11,3070.0
2011-03-12,4345.0
2011-03-13,3852.0
2011-03-14,3627.0
2011-03-15,4374.0
2011-03-16,4597.0
2011-03-17,4534.0
2011-03-18,4207.0
2011-03-19,4250.0
2011-03-20,6573.0
2011-03-21,8217.0
2011-03-22,4097.0
2011-03-23,7406.0
2011-03-24,4409.0
2011-03-25,4165.0
2011-03-26,6121.0
2011-03-27,5057.0
2011-03-28,6013.0
2011-03-29,5123.0
2011-03-30,3438.0
2011-03-31,4210.0
2011-04-01,3233.0
2011-04-02,3513.0
2011-04-03,3619.0
2011-04-04,4722.0
2011-04-05,4153.0
2011-04-06,3631.0
2011-04-07,3458.0
2011-04-08,3680.0
2011-04-09,3512.0
2011-04-10,3531.0
2011-04-11,3751.0
2011-04-12,4142.0
2011-04-13,4704.0
2011-04-14,6077.0
2011-04-15,3887.0
2011-04-16,3628.0
2011-04-17,4390.0
2011-04-18,5916.0
2011-04-19,6659.0
2011-04-20,5412.0
2011-04-21,3796.0
2011-04-22,4106.0
2011-04-23,4646.0
2011-04-24,4655.0
2011-04-25,5163.0
2011-04-26,6771.0
2011-04-27,8927.0
2011-04-28,5761.0
2011-04-29,7297.0
2011-04-30,8347.0
2011-05-01,7627.0
2011-05-02,6086.0
2011-05-03,6413.0
2011-05-04,5857.0
2011-05-05,7247.0
2011-05-06,7122.0
2011-05-07,7697.0
2011-05-08,6066.0
2011-05-09,7524.0
2011-05-10,6611.0
2011-05-11,6569.0
2011-05-12,7040.0
2011-05-13,8589.0
2011-05-14,9828.0
2011-05-15,8889.0
2011-05-16,12146.0
2011-05-17,11109.0
2011-05-18,13229.0
2011-05-19,12298.0
2011-05-20,11257.0
2011-05-21,10778.0
2011-05-22,12088.0
2011-05-23,13434.0
2011-05-24,13657.0
2011-05-25,15814.0
2011-05-26,14489.0
2011-05-27,10476.0
2011-05-28,11667.0
2011-05-29,12373.0
2011-05-30,12985.0
2011-05-31,13733.0
2011-06-01,15059.0
2011-06-02,15211.0
2011-06-03,18222.0
2011-06-04,20160.0
2011-06-05,18371.0
2011-06-06,21878.0
2011-06-07,18506.0
2011-06-08,24897.0
2011-06-09,28861.0
2011-06-10,25681.0
2011-06-11,25976.0
2011-06-12,28791.0
2011-06-13,26027.0
2011-06-14,34099.0
2011-06-15,29921.0
2011-06-16,28416.0
2011-06-17,27378.0
2011-06-18,29651.0
2011-06-19,28307.0
2011-06-20,27733.0
2011-06-21,26235.0
2011-06-22,30081.0
2011-06-23,26471.0
2011-06-24,26853.0
2011-06-25,22317.0
2011-06-26,23136.0
2011-06-27,29644.0
2011-06-28,24860.0
2011-06-29,23835.0
2011-06-30,22956.0
2011-07-01,32323.0
2011-07-02,33142.0
2011-07-03,22763.0
2011-07-04,25615.0
2011-07-05,22567.0
2011-07-06,25717.0
2011-07-07,21697.0
2011-07-08,25021.0
2011-07-09,22418.0
2011-07-10,29597.0
2011-07-11,25831.0
2011-07-12,23204.0
2011-07-13,26651.0
2011-07-14,28632.0
2011-07-15,24290.0
2011-07-16,24324.0
2011-07-17,24035.0
2011-07-18,23705.0
2011-07-19,24777.0
2011-07-20,24251.0
2011-07-21,24592.0
2011-07-22,23839.0
2011-07-23,21178.0
2011-07-24,23962.0
2011-07-25,26048.0
2011-07-26,22239.0
2011-07-27,24166.0
2011-07-28,23841.0
2011-07-29,22293.0
2011-07-30,18746.0
2011-07-31,24513.0
2011-08-01,23613.0
2011-08-02,19912.0
2011-08-03,17137.0
2011-08-04,18764.0
2011-08-05,21019.0
2011-08-06,17861.0
2011-08-07,19508.0
2011-08-08,20442.0
2011-08-09,23074.0
2011-08-10,19576.0
2011-08-11,17307.0
2011-08-12,15457.0
2011-08-13,18477.0
2011-08-14,21318.0
2011-08-15,18062.0
2011-08-16,21689.0
2011-08-17,18821.0
2011-08-18,20861.0
2011-08-19,20704.0
2011-08-20,21005.0
2011-08-21,21445.0
2011-08-22,24584.0
2011-08-23,21432.0
2011-08-24,21518.0
2011-08-25,21597.0
2011-08-26,19063.0
2011-08-27,19030.0
2011-08-28,17459.0
2011-08-29,19114.0
2011-08-30,17252.0
2011-08-31,16672.0
2011-09-01,15764.0
2011-09-02,15761.0
2011-09-03,13643.0
2011-09-04,87886.0
2011-09-05,17097.0
2011-09-06,17377.0
2011-09-07,15912.0
2011-09-08,14818.0
2011-09-09,16810.0
2011-09-10,14504.0
2011-09-11,14518.0
2011-09-12,14062.0
2011-09-13,14291.0
2011-09-14,14474.0
2011-09-15,13969.0
2011-09-16,13807.0
2011-09-17,11821.0
2011-09-18,14160.0
2011-09-19,15731.0
2011-09-20,21206.0
2011-09-21,16931.0
2011-09-22,16808.0
2011-09-23,18924.0
2011-09-24,18900.0
2011-09-25,19602.0
2011-09-26,16609.0
2011-09-27,17359.0
2011-09-28,13780.0
2011-09-29,11759.0
2011-09-30,12731.0
2011-10-01,12139.0
2011-10-02,11165.0
2011-10-03,13876.0
2011-10-04,11956.0
2011-10-05,12783.0
2011-10-06,13394.0
2011-10-07,12823.0
2011-10-08,11872.0
2011-10-09,12046.0
2011-10-10,13116.0
2011-10-11,13540.0
2011-10-12,12733.0
2011-10-13,10283.0
2011-10-14,12912.0
2011-10-15,12110.0
2011-10-16,10665.0
2011-10-17,13184.0
2011-10-18,11684.0
2011-10-19,10981.0
2011-10-20,10396.0
2011-10-21,11213.0
2011-10-22,12014.0
2011-10-23,12086.0
2011-10-24,12801.0
2011-10-25,11951.0
2011-10-26,12031.0
2011-10-27,10374.0
2011-10-28,10457.0
2011-10-29,12534.0
2011-10-30,9890.0
2011-10-31,11347.0
2011-11-01,11880.0
2011-11-02,12168.0
2011-11-03,12714.0
2011-11-04,13403.0
2011-11-05,12435.0
2011-11-06,10900.0
2011-11-07,12225.0
2011-11-08,13255.0
2011-11-09,14572.0
2011-11-10,14125.0
2011-11-11,11458.0
2011-11-12,10769.0
2011-11-13,12679.0
2011-11-14,12440.0
2011-11-15,14634.0
2011-11-16,12967.0
2011-11-17,11060.0
2011-11-18,11391.0
2011-11-19,9920.0
2011-11-20,9566.0
2011-11-21,9747.0
2011-11-22,10706.0
2011-11-23,10230.0
2011-11-24,9932.0
2011-11-25,10725.0
2011-11-26,9265.0
2011-11-27,10099.0
2011-11-28,11599.0
2011-11-29,13114.0
2011-11-30,12533.0
2011-12-01,13819.0
2011-12-02,12128.0
2011-12-03,11497.0
2011-12-04,10700.0
2011-12-05,12971.0
2011-12-06,15804.0
2011-12-07,11965.0
2011-12-08,11614.0
2011-12-09,10909.0
2011-12-10,11363.0
2011-12-11,10300.0
2011-12-12,10160.0
2011-12-13,10974.0
2011-12-14,11177.0
2011-12-15,9670.0
2011-12-16,9267.0
2011-12-17,9113.0
2011-12-18,9504.0
2011-12-19,11884.0
2011-12-20,12409.0
2011-12-21,10522.0
2011-12-22,12080.0
2011-12-23,11007.0
2011-12-24,9024.0
2011-12-25,11096.0
2011-12-26,11533.0
2011-12-27,10021.0
2011-12-28,10254.0
2011-12-29,10343.0
2011-12-30,9629.0
2011-12-31,9499.0
2012-01-01,10295.0
2012-01-02,10880.0
2012-01-03,11243.0
2012-01-04,11339.0
2012-01-05,13532.0
2012-01-06,12602.0
2012-01-07,12022.0
2012-01-08,13535.0
2012-01-09,12543.0
2012-01-10,13196.0
2012-01-11,14560.0
2012-01-12,13215.0
2012-01-13,13399.0
2012-01-14,14234.0
2012-01-15,12316.0
2012-01-16,14428.0
2012-01-17,13783.0
2012-01-18,12978.0
2012-01-19,13859.0
2012-01-20,13259.0
2012-01-21,12306.0
2012-01-22,10692.0
2012-01-23,12623.0
2012-01-24,14680.0
2012-01-25,15795.0
2012-01-26,12588.0
2012-01-27,12824.0
2012-01-28,12665.0
2012-01-29,12735.0
2012-01-30,12410.0
2012-01-31,13868.0
2012-02-01,13770.0
2012-02-02,14591.0
2012-02-03,15601.0
2012-02-04,14257.0
2012-02-05,13498.0
2012-02-06,12197.0
2012-02-07,13634.0
2012-02-08,14570.0
2012-02-09,14382.0
2012-02-10,17254.0
2012-02-11,14350.0
2012-02-12,13966.0
2012-02-13,16277.0
2012-02-14,19183.0
2012-02-15,19278.0
2012-02-16,18496.0
2012-02-17,12388.0
2012-02-18,13308.0
2012-02-19,11998.0
2012-02-20,12854.0
2012-02-21,12384.0
2012-02-22,14299.0
2012-02-23,16648.0
2012-02-24,14545.0
2012-02-25,13282.0
2012-02-26,11876.0
2012-02-27,13929.0
2012-02-28,14672.0
2012-02-29,14636.0
2012-03-01,13820.0
2012-03-02,16071.0
2012-03-03,11398.0
2012-03-04,14623.0
2012-03-05,15635.0
2012-03-06,14038.0
2012-03-07,14542.0
2012-03-08,14813.0
2012-03-09,15044.0
2012-03-10,11663.0
2012-03-11,11005.0
2012-03-12,14782.0
2012-03-13,14422.0
2012-03-14,14627.0
2012-03-15,12650.0
2012-03-16,14101.0
2012-03-17,14495.0
2012-03-18,12384.0
2012-03-19,13079.0
2012-03-20,13165.0
2012-03-21,14283.0
2012-03-22,14429.0
2012-03-23,12692.0
2012-03-24,12975.0
2012-03-25,12075.0
2012-03-26,13857.0
2012-03-27,14083.0
2012-03-28,14343.0
2012-03-29,15870.0
2012-03-30,13929.0
2012-03-31,12730.0
2012-04-01,11494.0
2012-04-02,13008.0
2012-04-03,15195.0
2012-04-04,14290.0
2012-04-05,14188.0
2012-04-06,13729.0
2012-04-07,12717.0
2012-04-08,12638.0
2012-04-09,13624.0
2012-04-10,17280.0
2012-04-11,16577.0
2012-04-12,16213.0
2012-04-13,14869.0
2012-04-14,16634.0
2012-04-15,14629.0
2012-04-16,17905.0
2012-04-17,16499.0
2012-04-18,17165.0
2012-04-19,15265.0
2012-04-20,17277.0
2012-04-21,14663.0
2012-04-22,13122.0
2012-04-23,15329.0
2012-04-24,15716.0
2012-04-25,16626.0
2012-04-26,21067.0
2012-04-27,13997.0
2012-04-28,15270.0
2012-04-29,16240.0
2012-04-30,19517.0
2012-05-01,22350.0
2012-05-02,19855.0
2012-05-03,28678.0
2012-05-04,29843.0
2012-05-05,25865.0
2012-05-06,23282.0
2012-05-07,36697.0
2012-05-08,35691.0
2012-05-09,35432.0
2012-05-10,26917.0
