time,NVTAdj90
2019-04-01,159.3621223977719
2019-04-05,158.87744687720073
2019-04-09,157.1165457735461
2019-04-13,157.60264038613101
2019-04-17,156.28158412516294
2019-04-21,157.8721407850549
2019-04-25,157.4119589000029
2019-04-29,157.26578588608993
2019-05-03,157.22672120271986
2019-05-07,156.5706044516911
2019-05-11,157.02305587728688
2019-05-15,154.84667293473245
2019-05-19,155.4913345754416
2019-05-23,155.4998371895425
2019-05-27,155.15940155485498
2019-05-31,154.0306670939435
2019-06-04,151.91542464980776
2019-06-08,153.68009668031638
2019-06-12,152.22854508664201
2019-06-16,152.17058899457993
2019-06-20,152.01509093466404
2019-06-24,151.43890128653308
2019-06-28,150.9544551491635
2019-07-02,148.66342539309116
2019-07-06,150.40470192981815
2019-07-10,147.76547204872932
2019-07-14,148.6450757395313
2019-07-18,148.6237086332758
2019-07-22,148.85039001064226
2019-07-26,149.2022130674658
2019-07-30,147.89365801840543
2019-08-03,150.39206693415812
2019-08-07,148.32867461454407
2019-08-11,150.54224011231582
2019-08-15,149.9882619317723
2019-08-19,150.16113992353945
2019-08-23,149.7434732238594
2019-08-27,148.70747609260312
2019-08-31,150.8910566728144
2019-09-04,149.8838497240701
2019-09-08,151.7087977291158
2019-09-12,150.7559356720561
2019-09-16,150.78397603516254
2019-09-20,150.49481916570127
2019-09-24,148.31150057410014
2019-09-28,149.45210217369697
2019-10-02,146.6252270747375
2019-10-06,148.87214435978402
2019-10-10,149.60447708116322
2019-10-14,149.10668019209302
2019-10-18,148.9323306780133
2019-10-22,147.29355701831298
2019-10-26,147.25424990277787
2019-10-30,146.86946798271495
2019-11-03,147.60038701588226
2019-11-07,147.2877126796429
2019-11-11,148.73684188963773
2019-11-15,149.58758170424957
2019-11-19,149.50758020658859
2019-11-23,149.77666936242514
2019-11-27,148.4990021016642
2019-12-01,151.65513138809615
2019-12-05,152.1946505322723
2019-12-09,152.51027466239026
2019-12-13,153.12185763374723
2019-12-17,151.3761105693937
2019-12-21,152.59752370046513
2019-12-25,151.4983357055233
2019-12-29,154.15142081625123
2020-01-02,154.92741792822576
2020-01-06,155.90375011753582
2020-01-10,156.63670612954925
2020-01-14,154.94002777473042
2020-01-18,156.26336661194864
2020-01-22,154.57881500173468
2020-01-26,158.03883031622144
2020-01-30,157.28700682899998
2020-02-03,156.54894992130278
2020-02-07,156.23380447554095
2020-02-11,155.21521242640037
2020-02-15,155.9231546354583
2020-02-19,155.28294318551391
2020-02-23,157.2326370076465
2020-02-27,156.69706494337996
2020-03-02,156.96317839658445
