time,FeeTotUSD
2012-06-02,38.35142324942725
2012-06-03,103.67837769834891
2012-06-04,151.54100521230177
2012-06-05,158.09422457840003
2012-06-06,66.69321954726239
2012-06-07,119.92639409599376
2012-06-08,92.46694541360318
2012-06-09,128.33628690621865
2012-06-10,133.20439815803445
2012-06-11,103.39816618286983
2012-06-12,69.6470884801472
2012-06-13,218.18727353472153
2012-06-14,231.58738519726109
2012-06-15,221.9840340355961
2012-06-16,178.44463511720645
2012-06-17,161.90628855815453
2012-06-18,171.58230245454249
2012-06-19,167.3257567576913
2012-06-20,147.88313187792969
2012-06-21,212.72065257204147
2012-06-22,127.09275341172138
2012-06-23,115.1736015534239
2012-06-24,92.12236263112075
2012-06-25,103.00377277226488
2012-06-26,117.9368960748916
2012-06-27,118.07579528250197
2012-06-28,106.76757163210947
2012-06-29,79.78114768424507
2012-06-30,90.71754690762928
2012-07-01,67.43976729919711
2012-07-02,126.63124189039691
2012-07-03,72.32490408005766
2012-07-04,87.14007494132399
2012-07-05,88.14080086726068
2012-07-06,111.64440391323643
2012-07-07,289.0952298301945
2012-07-08,78.4288799736383
2012-07-09,111.4599160496621
2012-07-10,172.5227796114182
2012-07-11,137.35838298300195
2012-07-12,100.77150819477859
2012-07-13,111.01444227308744
2012-07-14,121.38282769006886
2012-07-15,130.00222730974943
2012-07-16,178.72176872550193
2012-07-17,176.32067532555104
2012-07-18,243.7599965122998
2012-07-19,243.22915610008664
2012-07-20,255.58261792096766
2012-07-21,179.0745496948586
2012-07-22,186.12290105016294
2012-07-23,152.1844707823877
2012-07-24,142.18001365943192
2012-07-25,126.04346471416488
2012-07-26,160.21311575610872
2012-07-27,156.56626330070222
2012-07-28,181.88478297955274
2012-07-29,157.87924405830447
2012-07-30,183.52970764232361
2012-07-31,207.71226928931773
2012-08-01,186.72270457844326
2012-08-02,201.0105201214986
2012-08-03,267.13753210240566
2012-08-04,184.45209795927482
2012-08-05,278.5073942684623
2012-08-06,272.79675432966127
2012-08-07,203.05036052663425
2012-08-08,577.2706634092123
2012-08-09,528.9117593839654
2012-08-10,171.23149245992724
2012-08-11,215.72522401342366
2012-08-12,205.6223747268036
2012-08-13,305.0711560638901
2012-08-14,265.44071533759563
2012-08-15,435.9921177542743
2012-08-16,395.150328482162
2012-08-17,361.5778860978794
2012-08-18,204.42001978343893
2012-08-19,170.47841962944688
2012-08-20,273.27207875242163
2012-08-21,256.95114352211914
2012-08-22,211.82858381679182
2012-08-23,209.41669764654995
2012-08-24,208.8274311045057
2012-08-25,246.6600627269244
2012-08-26,217.23836628996585
2012-08-27,317.1817518497892
2012-08-28,272.89436323021465
2012-08-29,262.01307822709185
2012-08-30,315.45081605171595
2012-08-31,312.75151358115613
2012-09-01,355.7212570525515
2012-09-02,300.4402769930174
2012-09-03,366.2127789277983
2012-09-04,296.00231739620295
2012-09-05,289.9789109130395
2012-09-06,285.33208536930084
2012-09-07,222.53093531417997
2012-09-08,250.43960337109323
2012-09-09,247.19696027441734
2012-09-10,261.14736852982816
2012-09-11,353.00924212371643
2012-09-12,226.50281109619863
2012-09-13,221.5953997911346
2012-09-14,238.41257069682692
2012-09-15,175.62310006254302
2012-09-16,169.22656749743473
2012-09-17,177.4848782355015
2012-09-18,270.0661606619852
2012-09-19,268.1495737779563
2012-09-20,236.2853114230022
2012-09-21,347.0282904406539
2012-09-22,188.75320088345015
2012-09-23,219.36182052496304
2012-09-24,340.7046017436722
2012-09-25,189.22648459337523
2012-09-26,230.89856665837124
2012-09-27,195.3312496610239
2012-09-28,745.6575440925413
2012-09-29,172.25226664690805
2012-09-30,141.73441736949047
2012-10-01,208.18176487909403
2012-10-02,386.1534479432084
2012-10-03,244.91909535267555
2012-10-04,1695.4672650017478
2012-10-05,339.5355893881551
2012-10-06,290.8127980791373
2012-10-07,307.12882155840964
2012-10-08,323.23580997882635
2012-10-09,303.66957331528135
2012-10-10,285.81608778693015
2012-10-11,264.9724588566523
2012-10-12,243.8645394011386
2012-10-13,253.81806577660913
2012-10-14,202.05302947382515
2012-10-15,260.3086464342809
2012-10-16,287.470699076161
2012-10-17,801.0382280270322
2012-10-18,206.3082172110835
2012-10-19,183.08960699407723
2012-10-20,208.37973881692233
2012-10-21,287.49967684284536
2012-10-22,299.46884411967017
2012-10-23,240.99936935430583
2012-10-24,252.83912683723025
2012-10-25,173.17709468184407
2012-10-26,186.19311376585534
2012-10-27,129.93815625959368
2012-10-28,139.3203578779622
2012-10-29,188.5863398442779
2012-10-30,258.58950682025556
2012-10-31,247.62269095643975
2012-11-01,221.13971122342284
2012-11-02,279.89517733083034
2012-11-03,205.32769747692313
2012-11-04,207.676961776469
2012-11-05,277.9699621836912
2012-11-06,286.1438652892924
2012-11-07,315.14480225019
2012-11-08,269.61635898212
2012-11-09,211.64701352553442
2012-11-10,231.674728314039
2012-11-11,189.36618337513536
2012-11-12,198.40419373415912
2012-11-13,219.9622704693117
2012-11-14,264.9422656628689
2012-11-15,350.9377407981114
2012-11-16,378.16833276801566
2012-11-17,291.11993291031246
2012-11-18,328.84889777811094
2012-11-19,319.16649636070395
2012-11-20,340.64306924913916
2012-11-21,352.1002212710225
2012-11-22,276.0453999137472
2012-11-23,321.13935984849843
2012-11-24,268.16026942764665
2012-11-25,361.6678694140616
2012-11-26,338.1051443519471
2012-11-27,991.6578207913292
2012-11-28,543.3763390503406
2012-11-29,361.7157864898208
2012-11-30,294.3233758580122
2012-12-01,323.2256329680824
2012-12-02,188.34386688299662
2012-12-03,236.97163507916946
2012-12-04,388.5204483809231
2012-12-05,361.84961502245744
2012-12-06,406.93233682481133
2012-12-07,334.2791920153615
2012-12-08,338.68568402816277
2012-12-09,326.56237668936154
2012-12-10,421.0060336658837
2012-12-11,431.269577477642
2012-12-12,395.0575352458581
2012-12-13,607.4078303766318
2012-12-14,432.4153890604861
2012-12-15,341.97471519654533
2012-12-16,376.5551547568377
2012-12-17,440.68612813020235
2012-12-18,525.5252236277927
2012-12-19,489.3757159465651
2012-12-20,410.5698149090406
2012-12-21,497.0318324462622
2012-12-22,537.6319123595387
2012-12-23,432.6294973278312
2012-12-24,365.9070727099062
2012-12-25,329.03542228829286
2012-12-26,384.63461849105283
2012-12-27,495.9093268974489
2012-12-28,502.6872148061561
2012-12-29,406.3831627050465
2012-12-30,447.3425925614437
2012-12-31,337.2132293350404
2013-01-01,352.3184047931112
2013-01-02,410.85148431684974
2013-01-03,518.0883971418895
2013-01-04,506.8239652043972
2013-01-05,424.6017992789574
2013-01-06,471.9952088278929
2013-01-07,490.74314478218105
2013-01-08,449.734420909916
2013-01-09,447.688852721669
2013-01-10,2176.726095252787
2013-01-11,612.6394705681205
2013-01-12,511.9141026440918
2013-01-13,561.9591614952284
2013-01-14,495.00487278769987
2013-01-15,483.12498186550243
2013-01-16,591.4437975790239
2013-01-17,604.4246061476503
2013-01-18,588.0246254681657
2013-01-19,995.7929329269989
2013-01-20,503.5554115299156
2013-01-21,503.321434991262
2013-01-22,595.7801986330979
2013-01-23,755.3871728678428
2013-01-24,740.3879062013505
2013-01-25,732.638188278792
2013-01-26,846.8183204238321
2013-01-27,829.5574594711755
2013-01-28,829.7638711302054
2013-01-29,950.1002555598958
2013-01-30,680.2293379342112
2013-01-31,1001.2365244929005
2013-02-01,1047.26118200724
2013-02-02,1453.835391418811
2013-02-03,1061.1171711078957
2013-02-04,933.7832737012614
2013-02-05,884.3448714842716
2013-02-06,672.3201390977648
2013-02-07,1110.956230101182
2013-02-08,1099.9020989875114
2013-02-09,1071.9979572267566
2013-02-10,1080.255375756503
2013-02-11,1211.5750137208083
2013-02-12,1206.1218892026393
2013-02-13,1376.5326107487704
2013-02-14,1191.5170745015912
2013-02-15,1531.0656318405042
2013-02-16,1441.9365858661229
2013-02-17,1234.0792391312432
2013-02-18,1221.1702007398799
2013-02-19,1330.5662482179252
2013-02-20,1511.5331493480587
2013-02-21,1541.4511477376425
2013-02-22,1626.5598928884613
2013-02-23,1426.0404302408142
2013-02-24,1331.4793669759472
2013-02-25,2041.6763390169513
2013-02-26,1764.4433921159136
2013-02-27,1798.3463012204734
2013-02-28,1937.8483233080965
2013-03-01,2364.976122872391
2013-03-02,1734.6917118590134
2013-03-03,1520.75272081063
2013-03-04,2016.2726756396128
2013-03-05,2073.601711861605
2013-03-06,6818.5453311955
2013-03-07,2618.5418357857534
2013-03-08,2075.521658769283
2013-03-09,2439.314975347399
2013-03-10,2797.3175775629225
