time,TxMeanByte
2019-09-30,480.2807839535512
2019-10-01,474.9020501476676
2019-10-02,455.8805323419802
2019-10-03,467.32299074465413
2019-10-04,473.7718090753276
2019-10-05,428.22588870556484
2019-10-06,436.3259681643154
2019-10-07,474.106726520135
2019-10-08,465.4611718605993
2019-10-09,457.9938627033041
2019-10-10,454.5355283902531
2019-10-11,459.2913570239559
2019-10-12,428.24496756636717
2019-10-13,415.1380958685018
2019-10-14,469.6876925502357
2019-10-15,448.53736848612573
2019-10-16,471.78171375560225
2019-10-17,493.19001212193757
2019-10-18,444.22170953770006
2019-10-19,451.46901252231436
2019-10-20,425.82095336029494
2019-10-21,456.04536216105566
2019-10-22,474.631398917602
2019-10-23,470.51186304820794
2019-10-24,477.7299822605752
2019-10-25,499.8088911070671
2019-10-26,560.9399487115743
2019-10-27,494.66206054172994
2019-10-28,519.7521954969297
2019-10-29,500.6261052822997
2019-10-30,468.8164487861396
2019-10-31,485.6382382675412
2019-11-01,510.24010474813946
2019-11-02,466.1596347950205
2019-11-03,454.53639504428133
2019-11-04,494.49799504146563
2019-11-05,492.0998320509314
2019-11-06,534.2738244284994
2019-11-07,490.3874947224387
2019-11-08,478.9920659129658
2019-11-09,499.8420416575482
2019-11-10,459.18741325005334
2019-11-11,463.82679893604967
2019-11-12,463.1792608715848
2019-11-13,489.01295834705076
2019-11-14,473.7747690866028
2019-11-15,540.9793630534073
2019-11-16,611.6045902888503
2019-11-17,645.676097893104
2019-11-18,468.2266280676531
2019-11-19,513.1671947013397
2019-11-20,453.67744155771373
2019-11-21,513.5678707470813
2019-11-22,531.6085387020634
2019-11-23,475.05551458110324
2019-11-24,428.9663347895036
2019-11-25,481.26745267828426
2019-11-26,476.13992717313505
2019-11-27,518.8784780712659
2019-11-28,459.77727429809806
2019-11-29,461.11065887114927
2019-11-30,486.12917991191455
2019-12-01,440.62570233157703
2019-12-02,469.5687668795474
2019-12-03,451.4460673022061
2019-12-04,462.586061004969
2019-12-05,474.1881284754775
2019-12-06,486.8891675597524
2019-12-07,470.36528161411076
2019-12-08,443.24946477176167
2019-12-09,513.870570004687
2019-12-10,511.54279769046195
2019-12-11,541.785176207219
2019-12-12,467.4504658509598
2019-12-13,466.20937600654094
2019-12-14,464.47643920189705
2019-12-15,527.1991527514699
2019-12-16,498.4361373954782
2019-12-17,580.4785249362582
2019-12-18,491.4987478082668
2019-12-19,497.8364788534053
2019-12-20,451.0033427825055
2019-12-21,427.710569623101
2019-12-22,445.28365175934846
2019-12-23,486.6389476619266
2019-12-24,478.4079074219452
2019-12-25,465.2177090400794
2019-12-26,472.563008548856
2019-12-27,457.7466170500675
2019-12-28,444.29725733940796
2019-12-29,435.88055014736085
2019-12-30,483.1896473619173
2019-12-31,485.33027088366896
2020-01-01,444.8282519315945
2020-01-02,482.90840655418214
2020-01-03,486.1742118116878
2020-01-04,464.78396323311824
2020-01-05,447.88933521903954
2020-01-06,508.83594632721173
2020-01-07,485.07706369758085
2020-01-08,474.8267713564283
2020-01-09,509.3245853994791
2020-01-10,504.75171890401367
2020-01-11,444.9883036205391
2020-01-12,439.94984035940325
2020-01-13,481.3205622828768
2020-01-14,509.6927653025048
2020-01-15,483.4647926699492
2020-01-16,479.7211295087853
2020-01-17,475.42894886293493
2020-01-18,438.85948537270593
2020-01-19,462.04257994083713
2020-01-20,480.47958464711894
2020-01-21,485.2466863360933
2020-01-22,502.62475272835724
2020-01-23,500.9994271303781
2020-01-24,500.1276988215504
2020-01-25,489.9768264328532
2020-01-26,451.84254364643436
2020-01-27,487.7782839134795
2020-01-28,503.0641049016032
2020-01-29,471.92214633458804
2020-01-30,472.5334377762679
2020-01-31,477.49239610805114
2020-02-01,478.46871831004444
2020-02-02,497.910626067884
2020-02-03,532.375593634068
2020-02-04,510.0464989165235
2020-02-05,467.8829041464553
2020-02-06,486.60944287662096
2020-02-07,532.4945452591224
2020-02-08,487.44686097316577
2020-02-09,459.29973192039625
2020-02-10,491.01549459249105
2020-02-11,509.53444498239793
2020-02-12,472.99333168898625
2020-02-13,509.71754082115706
2020-02-14,451.3747385594858
2020-02-15,483.80133303999435
2020-02-16,454.17104326640117
2020-02-17,471.071217103818
2020-02-18,508.7402839450233
2020-02-19,491.1297621003273
2020-02-20,496.93228288264373
2020-02-21,485.4594810980729
2020-02-22,458.82131472076236
2020-02-23,452.10633134789333
2020-02-24,489.24810118884733
2020-02-25,458.1243899304529
